中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,66 ms,315 Mbps,40345 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,55 ms,453 Mbps,58060 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,15 ms,742 Mbps,95027 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,24 ms,960 Mbps,122880 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:1b,US,Los Angeles,隧道,30 ms,64 Mbps,8213 kB/s
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,30 ms,968 Mbps,123904 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,13 ms,731 Mbps,93593 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,28 ms,1008 Mbps,129024 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,18 ms,59 Mbps,7612 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,10 ms,904 Mbps,115712 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,30 ms,312 Mbps,39936 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,19 ms,60 Mbps,7702 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,190 Mbps,24371 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,82 ms,336 Mbps,43008 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,27 ms,682 Mbps,87347 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,74 ms,31 Mbps,4091 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,San Jose,隧道,28 ms,69 Mbps,8890 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,20 ms,580 Mbps,74240 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,188 ms,2 Mbps,377 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,77 ms,47 Mbps,6119 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,112 ms,206 Mbps,26419 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,72 ms,12 Mbps,1569 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,178 ms,131 Mbps,16793 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,146 ms,152 Mbps,19456 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,168 ms,104 Mbps,13414 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,147 ms,119 Mbps,15257 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,161 ms,15 Mbps,1955 kB/s
146.56.129.186,443,146.56.129.186,KR,Seoul,中转,155 ms,115 Mbps,14745 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,133 ms,125 Mbps,16076 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,168 ms,49 Mbps,6378 kB/s
146.56.188.113,443,146.56.188.113,KR,Seoul,中转,138 ms,37 Mbps,4829 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,115 ms,1 Mbps,169 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,193 ms,95 Mbps,12185 kB/s
130.61.23.77,443,130.61.23.77,124 Mbps,15974 kB/s
158.101.141.253,443,158.101.141.253,JP,Tokyo,中转,213 ms,100 Mbps,12902 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,176 ms,112 Mbps,14438 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,176 ms,52 Mbps,6741 kB/s
130.162.135.9,443,130.162.135.9,KR,Seoul,中转,140 ms,39 Mbps,5030 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,41 Mbps,5264 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,134 ms,119 Mbps,15257 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,153 ms,37 Mbps,4798 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,149 ms,151 Mbps,19353 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,191 ms,2 Mbps,381 kB/s
130.162.144.191,443,2a09:bac1:3f20::22:101,KR,Seoul,隧道,140 ms,42 Mbps,5478 kB/s
64.110.89.92,443,64.110.89.92,KR,Seoul,中转,149 ms,47 Mbps,6043 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,168 ms,38 Mbps,4877 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,177 ms,42 Mbps,5424 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,171 ms,0 Mbps,77 kB/s
168.138.149.17,443,168.138.149.17,BR,S
