中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.158.35.59,443,2604:980:1003:ec:0:c0a1:2b60:880f,US,Ashburn,隧道,25 ms,840 Mbps,107520 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,21 ms,62 Mbps,7944 kB/s
35.197.23.75,443,35.212.152.186,US,Seattle,隧道,58 ms,476 Mbps,61030 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,24 ms,904 Mbps,115712 kB/s
34.82.76.253,443,34.169.18.214,US,Seattle,隧道,84 ms,500 Mbps,64000 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,608 Mbps,77824 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,77 ms,508 Mbps,65024 kB/s
129.80.26.150,443,2604:980:1003:ee:0:799b:e97f:48ea,US,Ashburn,隧道,28 ms,840 Mbps,107520 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,52 ms,527 Mbps,67481 kB/s
129.146.46.164,443,129.146.46.164,US,San Jose,中转,83 ms,294 Mbps,37683 kB/s
35.230.79.26,443,35.212.152.186,US,Seattle,隧道,65 ms,479 Mbps,61337 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,49 ms,43 Mbps,5578 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,144 Mbps,18534 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,69 ms,392 Mbps,50278 kB/s
193.122.62.253,443,2a0b:21c0:1007:1c9:0:356a:fd13:8596,DE,Frankfurt,隧道,109 ms,96 Mbps,12288 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:ed,US,Los Angeles,隧道,64 ms,74 Mbps,9569 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,219 Mbps,28057 kB/s
141.147.60.82,443,2a0b:21c0:100a:1b5:0:1132:da67:10b,DE,Frankfurt,隧道,120 ms,90 Mbps,11571 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,64 ms,401 Mbps,51404 kB/s
