中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,16 ms,699 Mbps,89497 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,113 ms,42 Mbps,5413 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,509 Mbps,65228 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,130 ms,237 Mbps,30412 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,225 ms,94 Mbps,12083 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,27 ms,550 Mbps,70451 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,61 ms,414 Mbps,53043 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,400 Mbps,51302 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,416 Mbps,53350 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,64 ms,381 Mbps,48844 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,59 ms,441 Mbps,56524 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,21 ms,108 Mbps,13926 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,356 Mbps,45670 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,182 Mbps,23347 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,56 ms,35 Mbps,4509 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,127 ms,270 Mbps,34611 kB/s
129.146.240.62,443,129.146.240.62,US,Salt Lake City,中转,75 ms,49 Mbps,6290 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,37 ms,496 Mbps,63488 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,71 ms,452 Mbps,57856 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,194 Mbps,24883 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,177 ms,145 Mbps,18636 kB/s
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,63 ms,424 Mbps,54374 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,122 ms,47 Mbps,6136 kB/s
158.101.220.192,443,2a0b:21c0:100a:1b3:0:6eca:3026:7ea1,DE,Frankfurt,隧道,130 ms,189 Mbps,24268 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,120 ms,38 Mbps,4944 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,276 Mbps,35430 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,122 ms,44 Mbps,5678 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,140 ms,135 Mbps,17305 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,52 ms,303 Mbps,38809 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,114 ms,24 Mbps,3075 kB/s
158.101.206.101,443,2a0b:21c0:100a:1b3:0:a68:b70c:651c,DE,Frankfurt,隧道,118 ms,169 Mbps,21708 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,176 Mbps,22528 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,66 ms,37 Mbps,4739 kB/s
168.138.149.17,443,168.138.149.17,BR,S
